Garchaos;1000;0;0;1
awgustoo;1000;0;0;1
eRRypee;1000;0;0;1
XXKILLBRNOOBXX;1000;0;0;1
Nix-Artemis;1000;0;0;1
AlianaMorgan;1000;0;0;1
AndreolliGui;1000;0;0;1
Ackley03;1000;0;0;1
